CountryA3,Entity,Sector,0
UKR,Commodities,Prefab Concrete,2.2899141489890166e-09
SLE,Industries,Electrical and Machinery,2.2890568957176494e-09
URY,Commodities,Other transport equipment,2.289056745843432e-09
USA,Commodities,Nursing and residential care facilities                                                                                      ,2.2859539078556693e-09
LTU,Commodities,Other mining and quarrying products,2.285483794864996e-09
SVN,Industries,"Publishing, printing and reproduction of recorded media",2.2850157374893584e-09
HND,Industries,Finacial Intermediation and Business Activities,2.2847383576943662e-09
AUS,Commodities,Construction machinery,2.283420549135194e-09
ZWE,Industries,Transport Equipment,2.2822263484992644e-09
PRY,Commodities,sugar,2.2808343157615734e-09
URY,Commodities,"Basic chemicals except fertilizers, plastics and synthetic rubber",2.277321603299943e-09
IRN,Commodities,Furniture,2.27674038732374e-09
NZL,Commodities,Grain and other crops,2.2748215790731952e-09
BLZ,Industries,Mining and Quarrying,2.274488201549428e-09
KEN,Commodities,Rice,2.273990404269488e-09
NCL,Industries,Private Households,2.2712327751541193e-09
KWT,Industries,"Manufacture of footwear, except vulcanized or moulded rubber or plastic footwear",2.268860945317273e-09
OMN,Industries,Fishing,2.2678516030659035e-09
MNG,Industries,"Electricity, Gas and Water",2.267732764291154e-09
AUS,Commodities,Uranium ores,2.2676068858053384e-09
BRN,Industries,Construction,2.2675549704343882e-09
NZL,Commodities,Sheep,2.267552319503229e-09
MMR,Industries,"Electricity, Gas and Water",2.2670137082485073e-09
GBR,Commodities,"Recycling of white good appliances (washing machines, refrigerators, etc.)",2.2665500801067246e-09
GBR,Commodities,Recycling of electric appliances other than white goods,2.2665500801067246e-09
PRY,Commodities,other food products,2.2664635239984935e-09
HKG,Commodities,wool,2.2658955228067e-09
TWN,Commodities,Railroad Vehicle Transportation,2.2655995402400227e-09
BRA,Commodities,Rice in the husk,2.2634665679952054e-09
KEN,Commodities,Fishing,2.2623917956866185e-09
USA,Commodities,"Concrete pipe, brick, and block manufacturing",2.2618981501776052e-09
KEN,Commodities,Dairy,2.2611108882894884e-09
KEN,Commodities,Beef,2.2603032714685616e-09
KWT,Industries,Water works & supply ,2.2601054979868415e-09
MMR,Industries,Food & Beverages,2.2582111852518753e-09
KEN,Commodities,Poultry,2.258131387239047e-09
GRL,Industries,Energy and water supply,2.255462037164941e-09
GAB,Industries,Private Households,2.255323154488602e-09
BEL,Commodities,Public administration and defence services; compulsory social security services,2.2550726799678873e-09
MDG,Industries,Mining and Quarrying,2.2539227599143247e-09
NZL,Commodities,"Plants, flowers, seeds",2.253719706915874e-09
IND,Commodities,Copper ore,2.2534923367550394e-09
CMR,Industries,Private Households,2.253469830291456e-09
UZB,Commodities,Flour + Cereals,2.253109559603089e-09
BRN,Industries,Maintenance and Repair,2.252806672967735e-09
NCL,Industries,Maintenance and Repair,2.248911907407061e-09
TWN,Commodities,"Radio, Television & Movies Services",2.2483958658734422e-09
ARG,Commodities,Retail trade services,2.248056577698439e-09
HUN,Commodities,Fish and other fishing products; services incidental of fishing,2.245669321415809e-09
UZB,Commodities,Vegetable Oils,2.243542073413603e-09
LSO,Industries,Other Manufacturing,2.2431170898632646e-09
KAZ,Commodities,Pharmaceuticals,2.241267267995876e-09
GEO,Commodities,Manufactured gas and distribution services of gaseous,2.2394508719556747e-09
ISR,Commodities,Tanneries,2.2383911473127736e-09
TKM,Industries,Transport Equipment,2.2382388072302773e-09
UZB,Commodities,Cement,2.2372175830544283e-09
USA,Commodities,Sugarcane and sugar beet farming                                                                                             ,2.2358190387198562e-09
AUS,Commodities,Railway freight transport services,2.2353128814952346e-09
CAN,Industries,Other Business Activities,2.2328586672609603e-09
MUS,Commodities,"Stone, sand and clay ",2.2327265047487853e-09
VUT,Industries,Hotels and Restraurants,2.2324649482699727e-09
LSO,Industries,Wood and Paper,2.2316780454892225e-09
PRY,Commodities,other animal products,2.2306154289375605e-09
VEN,Commodities,Reexport,2.228788335968847e-09
PHL,Commodities,Food crops,2.2277693925011183e-09
CYP,Industries,"Education, Health and Other Services",2.2273709572299587e-09
NCL,Industries,Food & Beverages,2.226829784598734e-09
EGY,Industries,Recycling,2.2255986867245645e-09
BRB,Industries,Recycling,2.2254689608682713e-09
POL,Industries,Manufacture of tobacco products,2.2230286255114436e-09
THA,Commodities,Poultry Products,2.223010555614275e-09
TTO,Industries,Construction,2.2226815022648942e-09
VUT,Industries,"Education, Health and Other Services",2.222364322634799e-09
AUS,Commodities,"Gemstones, gypsum, silica",2.2219926939407797e-09
ISR,Commodities,Electricity,2.220002134252598e-09
GIN,Industries,Recycling,2.2181528249652496e-09
RUS,Industries,Steam and hot water supply,2.2167565091686683e-09
YEM,Industries,Fishing,2.2163578966734433e-09
BTN,Industries,Electrical and Machinery,2.214128712427558e-09
NLD,Commodities,Secondary raw materials,2.2134661596121152e-09
NZL,Commodities,Fertilisers,2.2128301265964562e-09
THA,Commodities,Leather Products,2.2126531739243984e-09
IRQ,Industries,Wood and Paper,2.2115877547199343e-09
KAZ,Commodities,Hoisting Technology,2.2106477114707833e-09
GBR,Commodities,Manufacture of cider and other fruit wines   ,2.2096959277296504e-09
ARG,Commodities,Veterinary services,2.206429092239709e-09
LVA,Commodities,Metal ores,2.2061731270901045e-09
URY,Commodities,Pesticides and other agro-chemical,2.2058141340391583e-09
KAZ,Commodities,Cement,2.2057091892853202e-09
ARG,Commodities,Education Services,2.205442575469271e-09
GBR,Commodities,Recycling of glass,2.2050041656738176e-09
URY,Commodities,Social Security,2.203858375851569e-09
MDG,Industries,Post and Telecommunications,2.203729391761199e-09
HUN,Industries,Manufacture of tobacco products,2.202766692498195e-09
NZL,Commodities,Residential building construction,2.202488435257757e-09
JPN,Commodities,Special forest products (inc. hunting),2.2020328944115506e-09
SVN,Industries,Mining of coal and lignite; extraction of peat,2.1998112594639054e-09
NZL,Commodities,Builders joinery,2.1994118214849813e-09
TKM,Industries,Electrical and Machinery,2.196844332957996e-09
ARG,Commodities,Social Services,2.1946486477565378e-09
GBR,Commodities,Imputed rent of owner-occupied dwellings,2.1941727357877567e-09
URY,Commodities,Newspapers and periodicals,2.192625168721531e-09
NZL,Commodities,"Bacon, ham and smallgood products",2.1901854310264745e-09
PRY,Commodities,cattle,2.188519950359429e-09
UKR,Commodities,Roofing & Insulation,2.187977183266153e-09
URY,Commodities,Power,2.187836193874565e-09
JPN,Commodities,Cement,2.1849223395023727e-09
HKG,Commodities,wheat,2.1837838206574313e-09
COG,Industries,Maintenance and Repair,2.1836844138023864e-09
GAB,Industries,Construction,2.183553112065562e-09
LSO,Industries,Recycling,2.1833297794966035e-09
BLZ,Industries,Transport Equipment,2.1826564821291915e-09
IRN,Commodities,Wearing apparel,2.1826276360954566e-09
URY,Commodities,Piped Gas,2.182622877064201e-09
IRN,Commodities,Other transport equipment and parts thereof,2.181099723882846e-09
PHL,Commodities,Medical and health service,2.1791213275054277e-09
FRA,Commodities,"Collected and purified water, distribution services of water",2.178401121421983e-09
CPV,Industries,Agriculture,2.1781707059744745e-09
VUT,Industries,Public Administration,2.1745938152832305e-09
ECU,Commodities,"Leather, leather products and footwear",2.1737045850277003e-09
PRT,Commodities,Fish and other fishing products; services incidental of fishing,2.171777786186948e-09
URY,Commodities,Crude oil,2.171542924741037e-09
URY,Commodities,Other vegetables and legumes,2.167676797551874e-09
CHL,Commodities,Agricultural Products,2.16524854880254e-09
UKR,Commodities,Flour & Cereals,2.163672775810236e-09
AUT,Industries,Mining of uranium and thorium ores,2.162341786037813e-09
AUT,Industries,Mining of metal ores,2.1623357314323753e-09
UZB,Commodities,Chemical Fibres,2.1616684467177816e-09
BRN,Industries,Textiles and Wearing Apparel,2.1606269759446896e-09
KEN,Commodities,Other Services,2.1598206477780567e-09
LVA,Commodities,Other mining and quarrying products,2.158845716711854e-09
TKM,Industries,Mining and Quarrying,2.1582419824652835e-09
KAZ,Commodities,Defense & Other,2.156839974688025e-09
MEX,Commodities,Credit institutions and financial intermediation-exchange,2.1568279068018053e-09
COL,Commodities,Coffee and threshing products,2.1564138337861884e-09
URY,Commodities,Potatoes,2.154607290934188e-09
KAZ,Commodities,Sanitary Engineering,2.1540766189675395e-09
BIH,Industries,Finacial Intermediation and Business Activities,2.1536484345114813e-09
USA,Commodities,Paperboard Mills                                                                                                             ,2.153632179045867e-09
USA,Commodities,Iron ore mining                                                                                                              ,2.152251510582811e-09
ARG,Commodities,"Instruments and measuring devices, verification, testing, navigating and other purposes, except optical instruments, process control instruments and industrial parts and accessories",2.1513872967891896e-09
GEO,Commodities,Agricultural services,2.1506758978152975e-09
GTM,Industries,Public Administration,2.149238691151367e-09
KOR,Commodities,"Bakery and confectionery products, noodles",2.148528184899349e-09
KGZ,Commodities,Nuts,2.1453520108498585e-09
KAZ,Commodities,Other Textile Prod.,2.1443172292609296e-09
SUR,Industries,Textiles and Wearing Apparel,2.1441869878886267e-09
KAZ,Commodities,Fruit/Vegetables,2.1439183000013157e-09
PHL,Commodities,Other food products,2.1438853019392347e-09
AUS,Commodities,Knitting mill products,2.1434326924130402e-09
COL,Commodities,Water,2.1415608101489735e-09
NZL,Commodities,Other forestry products,2.138841187705098e-09
ITA,Commodities,Health and social work services,2.135492465808667e-09
BFA,Industries,Finacial Intermediation and Business Activities,2.13476031882376e-09
KAZ,Commodities,Metal Construction,2.1346913039946225e-09
GBR,Commodities,Other farming of animals,2.134616309652679e-09
IRN,Commodities,Natural gas & gas distribution services,2.1337952638493584e-09
MNE,Industries,Fishing,2.1331347596939793e-09
CIV,Industries,Metal Products,2.1330752606207807e-09
DOM,Industries,Others,2.133024223445128e-09
AUT,Industries,FISIM,2.132630626233689e-09
KAZ,Commodities,Cable Products,2.1283932248298458e-09
PRT,Commodities,Other services,2.127108386289182e-09
SLE,Industries,Recycling,2.1253876753466035e-09
IRN,Commodities,Tobacco products,2.124197852396776e-09
TZA,Industries,Public Administration,2.120046104048494e-09
FIN,Industries,Manufacture of office machinery and computers,2.1198052988988523e-09
BLZ,Industries,Wood and Paper,2.119443688580706e-09
SVN,Commodities,"Coke, refined petroleum products and nuclear fuels",2.1178941167998973e-09
HUN,Commodities,Coal and lignite; peat,2.11721583448532e-09
IRN,Commodities,Tea,2.1162572756031167e-09
KGZ,Commodities,Cotton ginning,2.1148741765599165e-09
UZB,Commodities,Fruit/Vegetables,2.114118342842677e-09
UKR,Commodities,Reexport,2.114057771103858e-09
PRK,Industries,Fishing,2.111542166391937e-09
IRN,Commodities,Plasters,2.108523072817169e-09
ROU,Industries,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing",2.10586144526608e-09
ROU,Commodities,"Recreational, cultural and sporting services",2.1056632022586027e-09
GMB,Industries,Recycling,2.1050454737405233e-09
LSO,Industries,Metal Products,2.1050067906000036e-09
SWE,Commodities,Secondary raw materials,2.104079892409634e-09
BRA,Commodities,Forestry products,2.1038971848588734e-09
MKD,Commodities,Other transport equipment,2.101853259381985e-09
KAZ,Commodities,Wines,2.101237634253607e-09
USA,Commodities,Ice cream and frozen dessert manufacturing                                                                                   ,2.0957127884385024e-09
AUS,Commodities,Grass seed,2.095119782474332e-09
NLD,Commodities,Coal and lignite; peat,2.0950489469902874e-09
UKR,Commodities,Animal Feed,2.0949064235332978e-09
URY,Commodities,Cheese and butter,2.0938174812407594e-09
DEU,Commodities,Recycles scrap,2.0924371451232473e-09
IRN,Commodities,"Macaroni, noodles, couscous and similar farinaceous",2.09188834569924e-09
ARG,Commodities,Machine tools and parts and accessories,2.0905348102777755e-09
UGA,Industries,Finacial Intermediation and Business Activities,2.0897380191484078e-09
ATG,Industries,Transport Equipment,2.088395382921265e-09
SVK,Industries,Mining of metal ores,2.087819086598102e-09
KGZ,Commodities,Metal fabrics production,2.0877059767803325e-09
NZL,Commodities,Confectionery,2.087176951098078e-09
HUN,Industries,Education,2.086388059579891e-09
CHL,Commodities,Sugar and starch,2.0863240229808475e-09
GBR,Commodities,Farming of swine,2.085147235805022e-09
CAN,Industries,"Production, collection and distribution of electricity",2.0828544634283937e-09
NZL,Commodities,Animal feedings,2.080567928984984e-09
SAU,Industries,Public Administration,2.07991432048604e-09
ARG,Commodities,Other manufactured nec,2.0774669006850206e-09
TWN,Commodities,Cement,2.0766295091052087e-09
BOL,Commodities,COMMUNICATIONS,2.0747318290192996e-09
IRQ,Industries,Food & Beverages,2.073493379134826e-09
PRY,Commodities,tuber,2.072504793887579e-09
SUR,Industries,Metal Products,2.0718257942538792e-09
AGO,Industries,Food & Beverages,2.0706132249600455e-09
VEN,Commodities,Inform�ica y actividades conexas,2.0689830458822583e-09
IDN,Commodities,Cement and cement products,2.0682744516454245e-09
EGY,Industries,Re-export & Re-import,2.067633059550812e-09
URY,Commodities,Grapes,2.0671494678854325e-09
MOZ,Industries,Finacial Intermediation and Business Activities,2.0671381816356667e-09
TUN,Industries,"Electricity, Gas and Water",2.0649364202982494e-09
CMR,Industries,Public Administration,2.061739813957926e-09
AUS,Commodities,Treated milk,2.0611626606511295e-09
ZMB,Industries,Electrical and Machinery,2.059271588586322e-09
NZL,Commodities,Non-residential building construction,2.0592215911086488e-09
THA,Commodities,Coconut and Palm Oil,2.058279490049563e-09
BRA,Commodities,Wheat grain and other cereals,2.0580493019094614e-09
ATG,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products",2.058012363840926e-09
CMR,Industries,"Electricity, Gas and Water",2.057511612532352e-09
VEN,Commodities,"Sustancias qu�icas b�icas, excepto abonos y compuestos de nitr�eno",2.055800202498203e-09
SEN,Industries,Food & Beverages,2.054924997606516e-09
SVN,Industries,Manufacture of textiles,2.0547457812615443e-09
CIV,Industries,"Electricity, Gas and Water",2.052022894476024e-09
CRI,Industries,Finacial Intermediation and Business Activities,2.049367823271235e-09
MKD,Commodities,Other mining and quarrying products,2.049319898593341e-09
IRN,Commodities,Other food products,2.0491601841178957e-09
ZMB,Industries,Wood and Paper,2.048134655413132e-09
NCL,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products",2.0463441846372827e-09
SWE,Commodities,Coal and lignite; peat,2.0460509637302795e-09
KOR,Commodities,Public administration and defense,2.0452603353975876e-09
ROU,Commodities,Other mining and quarrying products,2.0425183614875547e-09
SVK,Industries,Other service activities,2.0417718594246133e-09
ROU,Commodities,Coal and lignite; peat,2.041453669322798e-09
AUS,Commodities,Wool fabrics,2.040761491264749e-09
AUS,Commodities,Customs agencies,2.038544981672698e-09
ECU,Commodities,Brewed coffee,2.037990373460067e-09
AUT,Commodities,Secondary raw materials,2.0361065137596863e-09
IRN,Commodities,Rice,2.034221232769679e-09
KGZ,Commodities,Tobacco,2.0342189680387335e-09
HUN,Commodities,Metal ores,2.033408936259526e-09
MKD,Commodities,Tobacco products,2.032863793974693e-09
ITA,Commodities,Fish and other fishing products; services incidental of fishing,2.0320808291445166e-09
GBR,Commodities,Recycling of textiles,2.0316089358496866e-09
USA,Commodities,"Wood television, radio, and sewing machine cabinet manufacturing1",2.0311290482180643e-09
GMB,Industries,Food & Beverages,2.03078418459191e-09
JPN,Commodities,Condiments and seasonings,2.029996821381262e-09
IDN,Commodities,Metal working machinery,2.0291450878803923e-09
AUS,Commodities,Explosives and matches,2.0279062476348713e-09
ZAF,Commodities,Optical instruments,2.0272893043051758e-09
GBR,Commodities,"Manufacture of macaroni, noodles, couscous and similar farinaceous products ",2.026908183987609e-09
SVN,Industries,"Forestry, logging and related service activities",2.0250908035533164e-09
CAF,Industries,Fishing,2.024969949262425e-09
ISR,Commodities,Growing of cotton,2.0233375229493942e-09
BLZ,Industries,Food & Beverages,2.0233248642379686e-09
ARG,Commodities,Raw vegetable materials nec,2.0227385899767555e-09
ARG,Commodities,Vegetables and legumes,2.0214593493186505e-09
JPN,Commodities,Airport and air traffic control (public)**,2.0202075358604505e-09
TTO,Industries,Transport Equipment,2.018370953287443e-09
BRN,Industries,Electrical and Machinery,2.0170889208236356e-09
KOR,Commodities,Meat and dairy products,2.0136806843320823e-09
NZL,Commodities,Pigs,2.0112549608054057e-09
ARG,Commodities,Human health services,2.01035020819609e-09
CZE,Commodities,Secondary raw materials,2.0098210361687638e-09
IRN,Commodities,Flour,2.0091876804049555e-09
JPN,Commodities,Other livestock,2.008600960757273e-09
HKG,Commodities,grains,2.0085799040901423e-09
ISR,Commodities,Manufacture of grain- mill products,2.007247586679374e-09
NZL,Commodities,"Soft drinks, bottled water",2.0019414949216238e-09
URY,Commodities,"Corn oil, starch derivatives and animal feed",1.997704678639744e-09
KAZ,Commodities,Meat Products,1.9970182691299964e-09
EST,Commodities,Crude petroleum and natural gas; services incidental to oil and gas extraction excluding surveying,1.99687580600292e-09
RUS,Industries,Pharmaceuticals,1.9957721447850012e-09
GTM,Industries,Re-export & Re-import,1.9943186878182296e-09
ROU,Commodities,Fish and other fishing products; services incidental of fishing,1.9941301552376217e-09
URY,Commodities,Prairies,1.9925823347410126e-09
CAN,Industries,Health & social work,1.9913035828942977e-09
NZL,Commodities,Woven fabrics,1.989257161210385e-09
BRN,Industries,Private Households,1.987013426270512e-09
VEN,Commodities,Transporte a�eo,1.9869117959978585e-09
AUS,Commodities,Gases,1.985495790159171e-09
KGZ,Commodities,other ,1.9827018584920495e-09
SEN,Industries,"Electricity, Gas and Water",1.9807211272005135e-09
ERI,Industries,Electrical and Machinery,1.978065907341732e-09
KAZ,Commodities,Energy & Power Equip.,1.9770421216615043e-09
THA,Commodities,Coffee and Tea Processing,1.976823751322724e-09
DOM,Industries,Re-export & Re-import,1.9766509899190276e-09
CHL,Commodities,Recreational,1.9766281845559902e-09
URY,Commodities,Raw and refined sugar,1.9757827592071253e-09
EST,Commodities,Other business services,1.9748123333033615e-09
URY,Commodities,Fertilizers and nitrogen compounds,1.968176198103943e-09
GBR,Commodities,Organic: Manufacture of fruit and vegetable juice   ,1.9679101964602524e-09
IRN,Commodities,Other services,1.967245123624947e-09
GRL,Industries,Mining,1.9669568891069754e-09
WSM,Industries,Hotels and Restraurants,1.9664791908374086e-09
RUS,Industries,"Office, accounting & computing machinery",1.965930178096746e-09
BRA,Commodities,Processed milk,1.9647507150441014e-09
KGZ,Commodities,Gold,1.9641687847670665e-09
GBR,Commodities,"Raising of sheep and goats; Production of raw wool, sheep or goat milk",1.9611485331882166e-09
HKG,Commodities,other livestock,1.95562917124256e-09
NOR,Commodities,Tobacco products,1.9552557699427828e-09
ECU,Commodities,Refined petroleum oils and other products,1.9542606986349357e-09
NZL,Commodities,Grain products,1.9520475281928528e-09
ARG,Commodities,Plant crops and spices beverages,1.9519104937706185e-09
THA,Commodities,Kenaf and Jute,1.9479634278977554e-09
ARG,Commodities,Clays,1.947207894946028e-09
CPV,Industries,Metal Products,1.9468898076771597e-09
UZB,Commodities,Plastic Products,1.946636230537659e-09
UZB,Commodities,Wines,1.942368326531799e-09
AUS,Commodities,Cotton fabrics,1.9417965279690202e-09
TTO,Industries,Food & Beverages,1.9407614253869243e-09
CIV,Industries,Electrical and Machinery,1.939094780668224e-09
GBR,Commodities,Other service activities not elsewhere classified  ,1.9372467729934918e-09
KAZ,Commodities,Precision Instruments,1.9371679451638588e-09
CHL,Commodities,Railway transport services,1.9368733577650624e-09
AUS,Commodities,Limestone,1.935815010317316e-09
UZB,Commodities,Roofing + Insulation,1.934965980559374e-09
SWZ,Industries,Recycling,1.9322515236964257e-09
HUN,Industries,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.9318476317560148e-09
CPV,Industries,Wood and Paper,1.929718652580195e-09
GHA,Industries,Others,1.9293134048634164e-09
FIN,Commodities,Tobacco products,1.9280258326830776e-09
SLE,Industries,Transport Equipment,1.9246439611995074e-09
JPN,Commodities,Other edible crops,1.9228255101660384e-09
NGA,Industries,Construction,1.9226195537835895e-09
UKR,Commodities,Other Costr. Materials,1.9215312884265207e-09
UKR,Commodities,Fire Resistant Mater.,1.9199200276513522e-09
BLZ,Industries,Metal Products,1.919861182653201e-09
THA,Commodities,Tapioca Milling,1.9176386456874682e-09
BLZ,Industries,Other Manufacturing,1.9163995657792097e-09
EST,Commodities,FISIM,1.9158419805402424e-09
CPV,Industries,Other Manufacturing,1.9155363659102593e-09
ARG,Commodities,Raw wood,1.912926367762151e-09
CMR,Industries,Food & Beverages,1.9123429044611237e-09
AGO,Industries,Wood and Paper,1.911805251940896e-09
AGO,Industries,Textiles and Wearing Apparel,1.9072447412900462e-09
COG,Industries,Private Households,1.9071472577532072e-09
SLE,Industries,Wood and Paper,1.9069802408104027e-09
GBR,Commodities,Manufacture of rusks and biscuits;  manufacture of preserved pastry goods and cakes ,1.903557303109593e-09
JPN,Commodities,"Public construction of rivers, drainages and others",1.903206202211287e-09
AUS,Commodities,Meat products,1.901910297936334e-09
TZA,Industries,Others,1.90137474499787e-09
MLI,Industries,Food & Beverages,1.9010353337437574e-09
KEN,Commodities,Barley,1.900448097157303e-09
JPN,Commodities,Public construction of roads,1.8972551631793382e-09
GBR,Commodities,Letting services of own dwellings,1.8964410753016526e-09
CIV,Industries,Private Households,1.8961618143150627e-09
URY,Commodities,"Motor vehicles, parts and accessories",1.896050596853008e-09
GBR,Commodities,FISIM,1.8956171918922578e-09
PYF,Industries,"Electricity, Gas and Water",1.89525265172422e-09
MKD,Commodities,"Pulp, paper and paper products",1.8951893203400256e-09
USA,Commodities,Re-import,1.8927841718604056e-09
KGZ,Commodities,Bulbs,1.892189358043992e-09
CHN,Commodities,Livestock and livestock products,1.8914147781308464e-09
ITA,Commodities,"Collected and purified water, distribution services of water",1.8902066247466205e-09
GMB,Industries,Textiles and Wearing Apparel,1.890130392132611e-09
GBR,Commodities,Recycling of wood products,1.8889715803586928e-09
SGP,Commodities,Other fisheries,1.8864271280674814e-09
THA,Commodities,Sugar,1.8839182489967165e-09
GBR,Commodities,Organic: Raising of diary cattle and production of raw cow milk,1.88143833327874e-09
PAK,Industries,Food & Beverages,1.8797165150349162e-09
ATG,Industries,"Electricity, Gas and Water",1.87792870187612e-09
SVN,Industries,"Agriculture, hunting and related service activities",1.8761909176888605e-09
UKR,Commodities,Flax Products,1.87364368591172e-09
GAB,Industries,Recycling,1.87359705770672e-09
COG,Industries,Construction,1.873594064802005e-09
ISR,Commodities,Sawmills and manufacture of plywood,1.8726528566036742e-09
RUS,Industries,"Collection, purification and distribution of water",1.8723421355086477e-09
ARG,Commodities,Oils and animal fats and vegetable,1.8715085219673237e-09
USA,Commodities,Tree nut farming                                                                                                             ,1.8693467406338006e-09
ESP,Commodities,Selvicultura y explotaci� forestal ,1.8692101586458374e-09
KAZ,Commodities,Sawmills & Lumber,1.866303582250686e-09
NZL,Commodities,Crude petroleum and natural gas,1.8653209877248343e-09
WSM,Industries,Maintenance and Repair,1.8637657899845306e-09
THA,Commodities,Pipe Line,1.8631979118429302e-09
SVN,Industries,Recycling,1.8627969959936166e-09
THA,Commodities,Drying and Grinding of Maize,1.8626843780705153e-09
GRC,Commodities,Metal ores,1.8611945361395595e-09
THA,Commodities,Electricity,1.861183528807175e-09
RWA,Industries,Hotels and Restraurants,1.8567731003832e-09
CZE,Commodities,"Products of forestry, logging and related services",1.856623019252716e-09
BTN,Industries,Mining and Quarrying,1.856067176636716e-09
ARG,Commodities,"Arenas, songs, gravel, broken or crushed stone, natural bitumen and asphalt",1.8559270308507685e-09
NZL,Commodities,Prefabricated constructions,1.8558423007255807e-09
UKR,Commodities,Paints & Lacquers,1.8556369673356436e-09
BTN,Industries,Fishing,1.8522301002749502e-09
BRA,Commodities,Gasoalcohol,1.8521769714487157e-09
ATG,Industries,Re-export & Re-import,1.8509751531093114e-09
NZL,Commodities,Prefabricated buildings,1.8490387073432428e-09
UKR,Commodities,Fruit/Vegetables,1.8473757519020433e-09
CHL,Commodities,Electricity,1.8470105540748352e-09
DZA,Industries,"Electricity, Gas and Water",1.8451582236306438e-09
GAB,Industries,Public Administration,1.84457818703434e-09
JPN,Commodities,Hen eggs,1.844187512138188e-09
SVK,Commodities,Other services,1.843625922427452e-09
ISR,Commodities,Growing of bananas,1.8400687792890411e-09
THA,Commodities,Cassava,1.8390558392597477e-09
GBR,Commodities,Nickel ores and concentrates,1.838304833093416e-09
ECU,Commodities,Basic Chemicals,1.8363387451964314e-09
AUS,Commodities,Railway equipment repairing,1.8360305277893834e-09
KAZ,Commodities,Other Costr. Materials,1.8347965807558857e-09
IND,Commodities,Other livestock products,1.8335825792449951e-09
ABW,Industries,Agriculture,1.8295397189977537e-09
TWN,Commodities,Other Leather Products,1.8282777520353487e-09
BLZ,Industries,Textiles and Wearing Apparel,1.8280673564732734e-09
BTN,Industries,Other Manufacturing,1.826385744163299e-09
UKR,Commodities,Medical Products,1.8260723353665813e-09
ISR,Commodities,Re-export,1.8259428452915294e-09
AUS,Commodities,Spirits,1.8243868298439175e-09
GAB,Industries,Retail Trade,1.824147862622288e-09
SAU,Industries,Re-export & Re-import,1.8227675449919524e-09
NZL,Commodities,Jewellery,1.8218136667135032e-09
PYF,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products",1.8213094665929677e-09
ERI,Industries,"Petroleum, Chemical and Non-Metallic Mineral Products",1.8212864416112844e-09
SYC,Industries,Fishing,1.820728093352262e-09
ZAF,Commodities,Agricultural products,1.819499474706895e-09
SVK,Industries,Other mining and quarrying,1.818765460786458e-09
CZE,Commodities,Metal ores,1.8177259205394344e-09
KGZ,Commodities,"Bricks; Production of products of concrete, asbestos and cement; Cement; Other non-metal mineral products",1.8173099187026957e-09
SUD,Industries,Private Households,1.8172492097834645e-09
ARG,Commodities,"Synthetic rubber, artificial mixtures and similar natural gums",1.8153039776112985e-09
SVK,Industries,Renting of machinery and equipment without operator and of personal and household goods,1.8133395538080456e-09
MEX,Commodities,Agriculture,1.8118285472098976e-09
KAZ,Commodities,Communal M&E,1.8117581647796996e-09
ARG,Commodities,Administrative services of government and community services in general,1.8116085200079808e-09
ARG,Commodities,Magnetic tapes and disks for audio or audiovisual equipment. Cards with magnetic strips or chips,1.8112431928370918e-09
JOR,Industries,Finacial Intermediation and Business Activities,1.8091991883693264e-09
NZL,Commodities,Prepared vegetables,1.806286797898184e-09
KAZ,Commodities,Tires,1.806149417283487e-09
THA,Commodities,Coconut,1.8060160075142856e-09
BLZ,Industries,Recycling,1.8059237794639992e-09
UKR,Commodities,Silk Products,1.8049062315554866e-09
KGZ,Commodities,Cotton yarn,1.8034760655774757e-09
GBR,Commodities,Farming of poultry,1.803178222871191e-09
AUS,Commodities,Plain flour,1.8005942970963657e-09
UKR,Commodities,Cement,1.7996966982011577e-09
ECU,Commodities,"Transport equipment, parts and accessories",1.7983594340436957e-09
MRT,Industries,Electrical and Machinery,1.7931680890623113e-09
ATG,Industries,Finacial Intermediation and Business Activities,1.7878738217670919e-09
GBR,Commodities,Growing of sugar beet and sugar cane,1.7872663055194454e-09
ISR,Commodities,Imputed bank services and general expenses   ,1.785691711060459e-09
PRY,Commodities,Mining,1.7843309401890207e-09
BRB,Industries,Agriculture,1.78357492156496e-09
HUN,Commodities,Other services,1.7818926119521133e-09
BOL,Commodities,MISCELLANEOUS MANUFACTURED,1.781457768783962e-09
KGZ,Commodities,Wool,1.7809926083942533e-09
GBR,Commodities,"Passenger rail transport, interurban (Inter-city services)",1.7801237811060318e-09
CZE,Commodities,Fish and other fishing products; services incidental of fishing,1.7799128868153856e-09
IND,Commodities,Gas,1.779522627866158e-09
URY,Commodities,Other cereals and oilseeds,1.7795038458382286e-09
AGO,Industries,Transport Equipment,1.7792424675843067e-09
UKR,Commodities,Defense & Other,1.7790561433520113e-09
IRQ,Industries,Finacial Intermediation and Business Activities,1.7788025637561597e-09
KGZ,Commodities,Rubber and plastic production,1.7774009030174248e-09
PRY,Commodities,soybean,1.7763879605465837e-09
GAB,Industries,Wholesale Trade,1.773784083311971e-09
UKR,Commodities,Synthetic Paints,1.7726385574678423e-09
